,product_link,product_name,final_price,product_description,name_dimension,final_price_dimension,product_description_location,body_dimension
98,https://in.puma.com/in/en/pd/puma-x-smiley-world-kids-t-shirt/846976.html?dwvar_846976_color=51,PUMA x SMILEY WORLD Kids' T-shirt,"₹1,299","Put a smile on their faces with this awesome Smiley World tee. Featuring a ribbed crew neck and with a relaxed fit, this tee has a colourful rubber graphic on the front while ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5296, 'width': 785}"
99,https://in.puma.com/in/en/pd/puma-x-smiley-world-kids--t-shirt/846970.html?dwvar_846970_color=43,PUMA x SMILEY WORLD Kids' T-shirt,"₹1,299","Here's a tee guaranteed to put a smile on their face. It features a fun and super colourful rubber print Smiley World print on the front. On the back, just under the ribbed cr...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5351, 'width': 785}"
100,https://in.puma.com/in/en/pd/puma-x-smileyworld-t7-kids-track-jacket/533412.html?dwvar_533412_color=01,PUMA x SMILEYWORLD T7 Kids' Track Jacket,"₹2,999","Spread some sunshine in the SmileyWorld jacket – guaranteed to lift your mood even on grey days. Developed in collaboration with the original Smiley brand, this collection is ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5517, 'width': 785}"
101,https://in.puma.com/in/en/pd/puma-x-smileyworld-kids-t-shirt/533414.html?dwvar_533414_color=14,PUMA x SMILEYWORLD Kids' T-shirt,"₹1,299","Celebrate the original emoji in this fun retro piece, designed with SmileyWorld – who have been spreading good vibes and positivity through smiley graphics since the 1970s. Th...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5431, 'width': 785}"
102,https://in.puma.com/in/en/pd/puma-x-smiley-world-kids-t-shirt/846976.html?dwvar_846976_color=02,PUMA x SMILEY WORLD Kids' T-shirt,"₹1,299","Put a smile on their faces with this awesome Smiley World tee. Featuring a ribbed crew neck and with a relaxed fit, this tee has a colourful rubber graphic on the front while ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5296, 'width': 785}"
103,https://in.puma.com/in/en/pd/puma-x-smiley-world-kids-t-shirt/846976.html?dwvar_846976_color=01,PUMA x SMILEY WORLD Kids' T-shirt,"₹1,299","Put a smile on their faces with this awesome Smiley World tee. Featuring a ribbed crew neck and with a relaxed fit, this tee has a colourful rubber graphic on the front while ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5296, 'width': 785}"
104,https://in.puma.com/in/en/pd/enzo-2-refresh-ac-infant-shoes/385678.html?dwvar_385678_color=01,Enzo 2 Refresh AC Infant Shoes,"₹3,999","Welcome the new kid on the Enzo block, PUMA’s coolest new kicks for the coolest kids. Refreshing in name and nature, the extreme collar height and clamshell construction feel ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5475, 'width': 785}"
105,https://in.puma.com/in/en/pd/puma-light-flex-summer-fruit-kids-slides/384888.html?dwvar_384888_color=01,PUMA Light-Flex Summer Fruit Kids' Slides,"₹2,999","Don't seize the day – squeeze the day. These playful sandals feature bright and summery colours and an adorable collection of Fruitmates, fun fruit characters inspired by kids...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5395, 'width': 785}"
106,https://in.puma.com/in/en/pd/scuderia-ferrari-bao-kart-sneakers/307044.html?dwvar_307044_color=01,Scuderia Ferrari Bao Kart Sneakers,"₹4,499","Introducing our latest kids' style for rad little racers: the Bao Kart is designed for the next generation of F1 fans, with a slip-on silhouette that unites quick, easy on-and...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5370, 'width': 785}"
107,https://in.puma.com/in/en/pd/scuderia-ferrari-bao-kart-sneakers/307044.html?dwvar_307044_color=02,Scuderia Ferrari Bao Kart Sneakers,"₹4,499","Introducing our latest kids' style for rad little racers: the Bao Kart is designed for the next generation of F1 fans, with a slip-on silhouette that unites quick, easy on-and...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5370, 'width': 785}"
108,https://in.puma.com/in/en/pd/puma-x-garfield-graphic-youth--t-shirt/533429.html?dwvar_533429_color=48,PUMA x GARFIELD Graphic Youth T-shirt,"₹1,799","For lovers of Jim Davis's timeless character, the PUMA x GARFIELD collection presents a series of pieces dedicated to the world's hungriest cat. The casual relaxed fit of this...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1931, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5632, 'width': 785}"
109,https://in.puma.com/in/en/pd/puma-x-garfield-graphic-youth--t-shirt/533429.html?dwvar_533429_color=01,PUMA x GARFIELD Graphic Youth T-shirt,"₹1,799","For lovers of Jim Davis's timeless character, the PUMA x GARFIELD collection presents a series of pieces dedicated to the world's hungriest cat. The casual relaxed fit of this...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5562, 'width': 785}"
