,product_link,site,product_name,name_dimension,body_dimension
0,https://www.gonoise.com/products/noise-colorfit-ultra-2-smart-watch,NA,ColorFit Ultra 2,"{'x': 0, 'y': 2075, 'height': 62, 'width': 785}","{'x': 0, 'y': 0, 'height': 9948, 'width': 785}"
1,https://in.puma.com/in/en/pd/star-vital-mens-running-shoes/194323.html?dwvar_194323_color=12,NA,Star Vital Men's Running Shoes,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 0, 'y': 0, 'height': 5076, 'width': 785}"
2,https://rog.asus.com/in/laptops/rog-strix/2021-rog-strix-g17-series/,NA,ROG Strix G17 G713,"{'x': 40, 'y': 70, 'height': 24, 'width': 360}","{'x': 0, 'y': 0, 'height': 22044, 'width': 800}"
3,https://www.1mg.com/otc/tata-1mg-immunity-wellness-supplement-tablet-otc702915,NA,Tata 1mg Immunity & Wellness Supplement Tablet,"{'x': 283, 'y': 339, 'height': 94, 'width': 218}","{'x': 0, 'y': 0, 'height': 7820, 'width': 785}"
4,https://himalayawellness.in/products/purifying-neem-face-wash,NA,Purifying Neem Face Wash,"{'x': 418, 'y': 423, 'height': 34, 'width': 358}","{'x': 0, 'y': 0, 'height': 5322, 'width': 785}"
