,product_link,product_name,body_dimension,pname_dimension
100,https://www.nike.com/in/t/blazer-mid-77-vintage-shoe-dNWPTj/BQ6806-117,Nike Blazer Mid '77 Vintage,"{'x': 0, 'y': 0, 'height': 3727, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
101,https://www.nike.com/in/t/air-max-90-slide-bPJh33/BQ4635-002,Nike Air Max 90,"{'x': 0, 'y': 0, 'height': 2938, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
102,https://www.nike.com/in/t/air-max-90-g-golf-shoe-qlD3wL/CU9978-002,Nike Air Max 90 G,"{'x': 0, 'y': 0, 'height': 3285, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
103,https://www.nike.com/in/t/air-force-1-luxe-shoes-651TPJ/DD9605-100,Nike Air Force 1 Luxe,"{'x': 0, 'y': 0, 'height': 3202, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
104,https://www.nike.com/in/t/air-jordan-xii-low-golf-shoes-GpK0Fl/DH4120-100,Air Jordan XII Low,"{'x': 0, 'y': 0, 'height': 3127, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
105,https://www.nike.com/in/t/zoomx-vaporfly-next-2-road-racing-shoes-D4ntS0/CU4111-002,Nike ZoomX Vaporfly Next% 2,"{'x': 0, 'y': 0, 'height': 3285, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
106,https://www.nike.com/in/t/sb-force-58-skate-shoe-HNFTvl/CZ2959-001,Nike SB Force 58,"{'x': 0, 'y': 0, 'height': 3205, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
107,https://www.nike.com/in/t/pg-6-ep-basketball-shoes-9KkDtr/DH8447-001,PG 6 EP,"{'x': 0, 'y': 0, 'height': 3047, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
108,https://www.nike.com/in/t/air-max-95-shoes-fk6w0s/DQ3430-001,Nike Air Max 95,"{'x': 0, 'y': 0, 'height': 3020, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
109,https://www.nike.com/in/t/zoom-fly-4-road-running-shoes-rTFHwQ/CT2392-006,Nike Zoom Fly 4,"{'x': 0, 'y': 0, 'height': 3233, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
110,https://www.nike.com/in/t/sb-ishod-wair-skate-shoes-gH9qC4/DM0752-002,Nike SB Ishod Wair Premium,"{'x': 0, 'y': 0, 'height': 3076, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
111,https://www.nike.com/in/t/sb-zoom-blazer-low-pro-gt-skate-shoes-xMq2vr/DM8890-400,Nike SB Zoom Blazer Low Pro GT Premium,"{'x': 0, 'y': 0, 'height': 3020, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
112,https://www.nike.com/in/t/blazer-low-77-jumbo-shoes-mvhvNn/DQ8768-100,Nike Blazer Low '77 Jumbo,"{'x': 0, 'y': 0, 'height': 3048, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
113,https://www.nike.com/in/t/kyrie-infinity-ep-basketball-shoes-QJ01t9/DC9134-102,Kyrie Infinity EP,"{'x': 0, 'y': 0, 'height': 3123, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
114,https://www.nike.com/in/t/jordan-xii-g-golf-shoes-bwb9kV/DM0106-117,Jordan XII G,"{'x': 0, 'y': 0, 'height': 2965, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
115,https://www.nike.com/in/t/air-zoom-terra-kiger-8-trail-running-shoes-gVwLbV/DH0649-300,Nike Air Zoom Terra Kiger 8,"{'x': 0, 'y': 0, 'height': 3123, 'width': 785}","{'x': 24, 'y': 140, 'height': 34, 'width': 729}"
